"brand","make","year","cm3","km","price"
"Opel","Astra","2005","1686.0","203617","3200"
"Audi","A2","2002","1399.0","166186","2250"
"Škoda","Octavia","2018","1968.0","45000","19990"
"Audi","A4","2007","1986.0","180000","5350"
"Renault","Kangoo","2009","1500.0","194000","1990"
"Volvo","V60","2015","1984.0","146319","11690"
"BMW","116","2006","1596.0","176000","3650"
"Fiat","Freemonte","2011","1956.0","177436","8800"
"Citroen","C4","2016","1560.0","123042","8650"
"VW","Passat","2002","2.0","390450","2600"
"VW","Passat","2008","1868.0","210000","3790"
"Volvo","S60","2011","1984.0","146925","10390"
"Mercedes","C klasa","2003","2687.0","245526","2999"
"Volvo","XC 70","2011","2400.0","128895","14990"
"Ford","Focus","2004","1400.0","163000","1600"
"VW","Golf 4","2001","1600.0","320000","1899"
"Fiat","Bravo","2008","1600.0","217000","3600"
"Peugeot","RCZ","2012","1598.0","74000","10500"
"Audi","A6","2010","2698.0","210000","9990"
"Ford","Fiesta","2016","1242.0","23089","7790"
"Renault","Scenic","2012","1461.0","175000","4400"
"VW","Passat","2013","1598.0","186408","9300"
"Mercedes","GLK 220","2015","2143.0","76270","23999"
"Alfa Romeo","147","2004","1900.0","222321","1950"
"Peugeot","407","2005","1600.0","226000","2600"
"VW","Bora","2002","1889.0","343000","2150"
"Fiat","Grande Punto","2008","1300.0","195540","3100"
"VW","Golf 7","2015","1968.0","110550","15990"
"Alfa Romeo","159","2006","1910.0","183450","2950"
"Jeep","Cherokee","2006","2776.0","166000","5190"
"Citroen","C3","2005","1199.0","215000","1699"
"Mercedes","A 140","2001","1398.0","185000","1350"
"Škoda","Fabia","2012","1598.0","168263","4750"
"Renault","Modus","2011","1500.0","240000","3499"
"BMW","318","2005","1995.0","267000","4900"
"Fiat","500","2011","1242.0","124000","5500"
"Citroen","C3","2014","1398.0","151000","4900"
"VW","Passat","2013","1599.0","207000","9999"
"Mazda","626","1992","1839.0","298000","490"
"Fiat","Punto","2001","1242.0","200000","820"
"Škoda","Fabia","2010","1398.0","244000","3700"
"VW","Passat","2012","1989.0","220000","8199"
"Peugeot","3008","2010","1600.0","202000","5799"
"Škoda","Octavia","2002","1900.0","304000","1400"
"Audi","A4","2014","2000.0","171000","13000"
"Renault","Scenic","2006","1988.0","224000","2600"
"Wartburg","Wartburg","1989","1300.0","120000","470"
"VW","Golf 5","2004","1900.0","20013","3750"
"VW","Golf 6","2009","1390.0","193176","5490"
"Renault","Megane","2001","1870.0","275000","1350"
"Mercedes","CLK 220","2006","2148.0","157000","11500"
"Opel","Vectra","1998","1798.0","255000","870"
"Opel","Corsa","2003","1188.0","11500","1860"
"Opel","Astra","2005","1698.0","175000","2999"
"Alfa Romeo","147","2002","1900.0","189000","1499"
"Opel","Astra","2002","1995.0","182000","900"
"Chevrolet","Spark","2007","850.0","140000","1500"
"BMW","320","2007","1995.0","209000","4700"
"Audi","80","1990","1781.0","234567","650"
"Opel","Corsa","2007","1258.0","180000","2990"
"Alfa Romeo","147","2008","1900.0","174000","1890"
"Opel","Corsa","2000","1000.0","150000","1250"
"Fiat","Stilo","2004","1910.0","158000","1600"
"Audi","A3","2012","1598.0","224000","8190"
"Ford","Galaxy","2009","1986.0","195000","5390"
"Renault","Scenic","2006","1900.0","181000","1690"
"BMW","520","2006","2000.0","270321","6500"
"Peugeot","407","2005","1600.0","195000","3300"
"Peugeot","206","2001","1100.0","220000","1399"
"VW","Golf 5","2007","1896.0","225000","4090"
"Kia","Sportage","2009","1991.0","174000","5150"
"Opel","Astra","2011","1686.0","185000","4990"
"Fiat","Ulysse","2003","1997.0","223000","2850"
"Kia","Rio","2001","1398.0","193600","1222"
"Opel","Astra","1999","1389.0","267000","1000"
"Renault","Laguna","2001","1899.0","255566","1050"
"Mercedes","Vaneo","2004","1689.0","180000","2550"
"Fiat","Seicento","2003","1100.0","170000","1000"
"VW","Golf 6","2010","1598.0","185752","6300"
"Peugeot","308","2015","1560.0","94700","9650"
"Citroen","Saxo","2001","1100.0","197000","790"
"Opel","Meriva","2007","1248.0","192000","2950"
"Opel","Corsa","2016","1248.0","172991","5890"
"Opel","Astra","2000","2000.0","320000","850"
"Opel","Astra","2000","1700.0","171000","1800"
"VW","Touran","2009","1896.0","200000","4990"
"Opel","Corsa","2008","1200.0","220000","2900"
"BMW","318","2000","1895.0","223000","1800"
"Renault","Megane","2004","1900.0","198000","1600"
"VW","Polo","2011","1598.0","200000","5190"
"Opel","Corsa","1997","1195.0","1000","590"
"Škoda","Octavia","2016","1598.0","137179","10950"
"Renault","Kangoo","2008","1461.0","272800","2500"
"BMW","320","2001","2000.0","270000","1900"
"Ford","C Max","2010","1560.0","175000","3990"
"Suzuki","Grand Vitara","2006","1870.0","196500","4999"
"Suzuki","Swift","2005","1328.0","108","2950"
"MINI","One","2002","1598.0","160000","1750"
"Zastava","Koral","2003","1116.0","101000","1000"
"Zastava","Koral","2007","1100.0","16600","1000"
"Lada","Niva","2000","1690.0","170000","1550"
"Fiat","Grande Punto","2006","1900.0","232000","2700"
"Toyota","Yaris","2002","998.0","217897","1800"
"VW","Passat","2006","1598.0","233000","4350"
"Mercedes","A 180","2008","1992.0","95000","2000"
"Hyundai","Santa Fe","2009","2188.0","208000","6890"
"Renault","Laguna","2002","1783.0","200000","1500"
"Lada","Niva","1990","1600.0","88000","1550"
"Honda","Accord","2005","2200.0","200000","99"
"Renault","Clio","2002","1149.0","152000","1499"
"VW","Polo","2015","1197.0","30120","10199"
"Mercedes","220","2004","2200.0","165800","3800"
"Jeep","Grand Cherokee","2013","2987.0","154785","18500"
"Mercedes","E klasa","2014","2143.0","137206","18999"
"Fiat","Idea","2005","1248.0","215000","2500"
"Fiat","Punto","2003","1242.0","150000","1600"
"Opel","Astra","2017","1598.0","64504","13500"
"VW","Passat","2016","1968.0","184300","16850"
"BMW","X3","2009","1995.0","196138","7500"
"Renault","Clio","2002","1461.0","212000","1100"
"VW","Passat","2010","1390.0","165998","8499"
"Opel","Astra","2004","1598.0","129000","2250"
"Škoda","Superb","2016","1968.0","151458","17990"
"Ford","Focus","2001","1.0","2500","600"
"BMW","X3","2011","1995.0","219389","12499"
"Mercedes","E klasa","2017","2143.0","50850","40000"
"Audi","A5","2016","2967.0","56450","24990"
"BMW","Serija 3","2015","1995.0","179386","11990"
"Fiat","Panda","2007","1100.0","218000","2199"
"Honda","Civic","2007","2200.0","200000","11"
"Audi","Q3","2015","1968.0","129750","19500"
"Seat","Leon","2009","1984.0","103600","9250"
"Renault","Modus","2006","1461.0","157000","2350"
"Ford","Kuga","2015","1997.0","111000","13490"
"Citroen","C3","2010","1397.0","169000","4500"
"Audi","A4","2016","1968.0","102100","26550"
"VW","Touareg","2009","2461.0","97846","8990"
"VW","Polo","2001","1390.0","225063","1690"
"Honda","Civic","1998","1400.0","200000","99"
"VW","Tiguan","2014","1968.0","108650","17990"
"Renault","Megane","2004","1600.0","138000","2200"
"VW","Passat","2008","1896.0","234000","5450"
"Honda","Accord","2001","1800.0","125000","99"
"Audi","A4","2017","2967.0","55150","36990"
"Chrysler","Grand Voyager","2006","2800.0","134000","5299"
"VW","Polo","2004","1422.0","160000","2190"
"Ford","Focus","2015","1499.0","191302","7498"
"Chevrolet","Lacetti","2006","1600.0","147700","2199"
"VW","Passat","2003","1896.0","260000","2500"
"Audi","Q5","2014","1968.0","188439","19990"
"Ford","Fiesta","2009","1399.0","189801","3890"
"Škoda","Superb","2014","1968.0","111867","13599"
"Mazda","5","2008","1998.0","138268","4850"
"Audi","A6","2016","2967.0","88950","32300"
"Ford","Fiesta","2002","1400.0","173000","1650"
"Audi","Q5","2017","1968.0","42850","37490"
"Fiat","500","2016","1242.0","43700","9850"
"Alfa Romeo","Giulietta","2011","1956.0","180000","5900"
"Opel","Corsa","2004","1248.0","133857","1950"
"Peugeot","308","2014","1199.0","58323","9200"
"Audi","A3","2015","1598.0","50000","14900"
"Seat","Altea","2014","1598.0","165303","6200"
"Peugeot","407","2006","1997.0","160000","2690"
"VW","LT","2000","2461.0","239519","4600"
"Fiat","Idea","2007","1368.0","136000","2450"
"VW","Sharan","2015","1968.0","153045","14990"
"Peugeot","3008","2016","1560.0","145157","10350"
"Renault","Clio","2006","1461.0","166000","1500"
"Fiat","Bravo","2008","1910.0","205000","3350"
"Mazda","3","2009","1560.0","176000","4990"
"Peugeot","508","2015","1997.0","97000","15500"
"Seat","Altea XL","2008","1896.0","180000","3650"
"Fiat","Bravo","2008","1896.0","180000","2699"
"VW","Touran","2008","1896.0","209000","4690"
"Peugeot","207","2008","1370.0","166000","2950"
"Renault","Megane","2010","1461.0","194000","4250"
"VW","Golf 7","2017","1598.0","151670","11790"
"Peugeot","308","2008","1560.0","197000","3790"
"VW","Golf 7","2016","1598.0","141694","10300"
"SsangYong","Kyron","2007","1998.0","180000","3150"
"Fiat","Doblo","2008","1248.0","151632","3990"
"Peugeot","307","2003","1997.0","216000","1890"
"Ford","Mondeo","2016","1499.0","143544","10990"
"Peugeot","307","2007","1600.0","299900","2650"
"Audi","A1","2012","1390.0","191749","7500"
"Mazda","5","2015","1560.0","67375","13900"
"BMW","M3","2011","3999.0","80478","34990"
"Audi","A3","2009","1968.0","189800","6350"
"Citroen","C4","2016","1560.0","111766","8950"
"Citroen","Xsara Picasso","2004","1997.0","212000","1850"
"Mazda","2","2006","1242.0","176000","2350"
"Ford","C Max","2018","1499.0","41325","16490"
"Honda","Civic","2006","1339.0","204000","4790"
"BMW","X4","2015","1995.0","91000","31000"
"Seat","Altea XL","2007","1896.0","179599","4190"
"Mazda","3","2004","1560.0","184000","2690"
"Opel","Corsa","2010","998.0","182000","3400"
"Opel","Meriva","2006","1598.0","176000","2590"
"VW","Passat","2016","1968.0","91032","15900"
"Ford","S_Max","2015","1997.0","203881","13490"
"Mercedes","A 160","2006","1992.0","243596","3700"
"VW","Sharan","2002","1896.0","475079","2500"
"Škoda","Fabia","2005","1896.0","192871","4200"
"VW","Golf 7","2015","1968.0","188708","9990"
"Fiat","Idea","2004","2004.0","122000","2150"
"BMW","116","2005","1596.0","144000","3750"
"Opel","Astra","2006","1589.0","188000","2500"
"VW","Polo","2012","1199.0","160646","6190"
"Opel","Astra","2004","1686.0","209021","2899"
"Citroen","C4","2005","1360.0","194000","2490"
"Peugeot","206","2004","1398.0","134000","1990"
"Audi","A4","2015","1968.0","179943","14255"
"Audi","A6","2006","1968.0","296149","3950"
"Audi","A6","2005","2698.0","189289","6497"
"Renault","Scenic","2015","1598.0","150316","8490"
"VW","Golf 2","1988","1600.0","276000","400"
"Citroen","C4","2011","1600.0","200000","2990"
"VW","Passat","2001","1896.0","244000","2850"
"Audi","A5","2014","2967.0","160191","23500"
"Renault","Clio","2006","1149.0","134000","2450"
"Mercedes","A 170","2003","1689.0","260145","1490"
"Opel","Insignia","2011","1956.0","198000","6800"
"Alfa Romeo","147","2006","1900.0","173150","2950"
"Opel","Corsa","2002","1200.0","170000","1450"
"Škoda","Fabia","2002","1897.0","209665","1750"
"Lada","Riva","1987","1300.0","200000","500"
"Peugeot","207","2006","1560.0","155000","2600"
"Ford","Focus","2011","1560.0","174000","4990"
"VW","Golf 4","2001","1600.0","230000","2250"
"Citroen","C3","2005","1124.0","138000","1850"
"Citroen","C3","2006","1398.0","175000","1990"
"Opel","Astra","2005","1700.0","216000","2699"
"Mercedes","M klasa","2006","2987.0","323777","9990"
"Fiat","500","2016","1242.0","132922","8499"
"Nissan","Primera","1991","1598.0","306000","750"
"Lamborghini","Aventador","2013","6498.0","15318","239988"
"Renault","Clio","2002","1390.0","240000","1600"
"Citroen","C5","2006","1996.0","180000","3300"
"Peugeot","308","2009","1600.0","200000","3800"
"Citroen","C4","2011","1600.0","200000","2990"
"Opel","Corsa","2007","1229.0","121000","3100"
"Porsche","Cayenne","2008","4806.0","77159","17500"
"VW","Passat","2011","1968.0","77431","10900"
"Volvo","XC 60","2011","2000.0","185000","12300"
"VW","Scirocco","2009","1390.0","170035","7290"
"Fiat","Panda","2001","1198.0","150000","820"
"VW","Golf 4","1998","1400.0","284700","1550"
"Fiat","Grande Punto","2006","1368.0","138000","2300"
"Opel","Astra","2001","1995.0","250000","1550"
"Škoda","Fabia","2018","999.0","12471","8800"
"Škoda","Octavia","2008","1595.0","224931","3990"
"VW","Golf 5","2005","1900.0","190","3850"
"VW","Golf 6","2013","1598.0","201637","8550"
"Ford","Focus","2004","1800.0","221000","1520"
"Mercedes","Vito","2014","2143.0","190597","15490"
"Alfa Romeo","156","2002","2000.0","200000","1800"
"Audi","Q7","2017","2967.0","37368","69990"
"Opel","Astra","2001","1995.0","198000","1350"
"Škoda","Superb","2010","1984.0","160000","8040"
"Opel","Zafira","2005","1910.0","212000","3001"
"Hyundai","Santa Fe","2002","1991.0","261500","2990"
"Toyota","RAV4","2010","1987.0","129500","10700"
"Toyota","Yaris","2008","1798.0","159300","3260"
"Dacia","Duster","2014","1461.0","228000","5330"
"BMW","316","1995","1590.0","260000","1399"
"VW","Golf 5","2006","1400.0","230000","2800"
"Renault","Megane","2004","1870.0","215250","1800"
"VW","Sharan","2008","1781.0","209700","5520"
"VW","Jetta","1985","1580.0","22222","650"
"Opel","Meriva","2005","1686.0","162000","2399"
"Opel","Meriva","2007","1686.0","150000","2490"
"Citroen","DS5","2015","1997.0","124800","13240"
"Alfa Romeo","GT","2005","1910.0","194000","2710"
"VW","Passat","2010","1798.0","148000","6450"
"Renault","Laguna","2006","1870.0","252350","2150"
"Renault","Espace","2002","1987.0","179000","650"
"Peugeot","306","1995","1360.0","233000","790"
"Daewoo","Tacuma","2000","1800.0","180000","600"
"Alfa Romeo","MiTo","2010","1368.0","165500","3730"
"VW","Sharan","2005","2792.0","202000","4580"
"Fiat","Punto","2001","1242.0","186504","1050"
"Zastava","Koral","1991","1116.0","86772","449"
"Citroen","DS3","2011","1598.0","42900","6000"
"Alfa Romeo","147","2005","1598.0","95800","3650"
"Renault","Captur","2016","1461.0","132540","9350"
"Škoda","Octavia","2008","1893.0","229000","5250"
"Peugeot","206","2002","1124.0","145500","1700"
"VW","Golf 5","2004","1896.0","282153","3500"
"Ford","Fiesta","2009","1399.0","199983","3450"
"Toyota","RAV4","2006","2231.0","178000","5610"
"Škoda","Octavia","2014","1395.0","84200","12620"
"VW","Polo","2003","1390.0","183368","2400"
"Alfa Romeo","147","2005","1598.0","96200","4390"
"Citroen","DS4","2014","1560.0","105200","8570"
"Mercedes","A 180","2008","1991.0","223350","3250"
"Citroen","Xsara Picasso","2002","1997.0","414300","1449"
"Ford","Focus","2012","1560.0","168000","5690"
"Toyota","Verso","2014","1598.0","89000","8300"
"Renault","Megane","2014","1461.0","83300","7010"
"Chevrolet","Aveo","2012","1399.0","180000","2330"
"Škoda","Octavia","2007","1898.0","240000","3500"
"Renault","Clio","2001","1200.0","290000","1350"
"VW","Passat","2004","1896.0","205000","2700"
"Peugeot","2008","2016","1560.0","164659","10950"
"Fiat","Punto","2002","1242.0","239000","990"
"Opel","Vectra","2001","2000.0","452794","1200"
"Citroen","C5","2008","1560.0","221563","4250"
"Peugeot","306","2001","1868.0","203000","950"
"VW","Sharan","2004","1896.0","175000","4580"
"Alfa Romeo","147","2009","1598.0","198000","1780"
"Renault","Laguna","2002","1900.0","213000","1750"
"Ford","Focus","2001","1600.0","178000","1650"
"Renault","Laguna","2002","1870.0","241456","650"
"Citroen","C4 Grand Picasso","2007","1600.0","250000","3000"
"Alfa Romeo","147","2005","1598.0","154700","4210"
"Audi","A4","2003","1900.0","170000","3200"
"Ford","Focus","2005","1760.0","128795","2550"
"Peugeot","308","2012","1598.0","87960","4760"
"Peugeot","308","2010","1598.0","198000","2050"
"Ford","Fusion","2003","1600.0","168537","2000"
"Toyota","RAV4","2003","1995.0","186543","4500"
"Seat","Toledo","2013","1197.0","112658","7350"
"Renault","Captur","2016","1461.0","145410","9650"
"BMW","318","2011","1995.0","220241","9500"
"VW","Tiguan","2008","1968.0","183454","8990"
"Kia","Sportage","2005","1991.0","186743","4100"
"Lancia","Musa","2004","1300.0","168537","2250"
"Škoda","Fabia","2015","1398.0","109027","6990"
"Ford","C Max","2007","1560.0","160267","3300"
"Opel","Insignia","2018","1956.0","35299","22600"
"Mercedes","B 200","2009","1991.0","154336","5750"
"Opel","Astra","2019","1598.0","22000","14350"
"Opel","Meriva","2010","1248.0","173446","4800"
"Peugeot","208","2015","1560.0","130677","6800"
"Ford","C Max","2006","1760.0","165178","3250"
"Opel","Insignia","2011","1956.0","157369","7150"
"Peugeot","308","2016","1560.0","152162","9250"
"Ford","Fiesta","2015","1242.0","111230","5990"
"VW","Passat","1999","1896.0","230523","2300"
"Opel","Zafira","2017","1956.0","35895","19500"
"Fiat","Punto","2008","1248.0","158645","2450"
"Renault","Kadjar","2015","1461.0","145723","11950"
"Fiat","Grande Punto","2011","1248.0","204303","3600"
"Citroen","C4 Grand Picasso","2007","2000.0","161304","3500"
"Renault","Grand Scenic","2014","1461.0","197555","7990"
"Renault","Grand Scenic","2008","1870.0","168746","3350"
"VW","Caddy","2002","1896.0","269000","1650"
"Renault","Scenic","2003","1900.0","183554","2300"
"Opel","Meriva","2003","1686.0","243891","2600"
"Nissan","Juke","2016","1461.0","93006","10950"
"Audi","A4","2004","2496.0","221345","2300"
"Hyundai","ix35","2011","1995.0","108","10300"
"Alfa Romeo","GT","2008","1910.0","168537","3500"
"VW","Golf 4","2003","1896.0","183554","2550"
"Opel","Astra","2017","1399.0","34395","11900"
"Ford","Focus","2016","1499.0","106525","7950"
"Renault","Megane","2013","1461.0","102600","6650"
"Renault","Captur","2016","1461.0","114781","9990"
"Mitsubishi","Pajero","1991","2477.0","232000","999"
"Opel","Astra","2017","1598.0","30707","13750"
"VW","Touran","2003","1896.0","195221","3350"
"Fiat","Ducato","2002","2300.0","264267","4850"
"Opel","Agila","2003","1300.0","167554","2000"
"Seat","Altea","2008","1896.0","167428","3500"
"Opel","Corsa","2010","1229.0","166000","4100"
"Opel","Astra","2006","1598.0","195497","2400"
"Fiat","500L","2013","1248.0","162364","5990"
"BMW","118","2008","1995.0","181256","5000"
"Fiat","Idea","2004","1910.0","138675","2250"
"Opel","Astra","2018","1598.0","30707","14900"
"Opel","Insignia","2019","1956.0","18000","25450"
"Fiat","Bravo","2008","1596.0","171764","3300"
"Opel","Astra","2018","1598.0","31740","14900"
"VW","Polo","2002","1000.0","140852","2000"
